"Transcription","Backchannel","Pair"
"Nei","1","45"
"Haha, xxx, haha","0","45"
"Haha, nei, haha","0","45"
"Tap?","0","45"
"Bare tap","0","45"
"Kill","0","45"
"Kill","0","45"
"Nei, ingen prikker","0","45"
"Nei, ikke prikker","0","45"
"Tap","0","45"
"(gjesp)","0","45"
"xxx","0","45"
"Eh","0","45"
"Hm, f- friend?","0","45"
"Ja, friendly, han","0","45"
"Friend","0","45"
"Dritt, 1600","0","45"
"Har ingen anelse om det er bra eller ikke, da, haha","0","45"
"Haha, nei","0","45"
"Å- v- så du han?","0","45"
"Ja","0","45"
"Var han friend?","0","45"
"Friendly","0","45"
"Ja","1","45"
"Hm","0","45"
"Tap","0","45"
"Tap","0","45"
"Friend, sant?","0","45"
"Mm","1","45"
"Eh","0","45"
"Tap?","0","45"
"Tap?","0","45"
"Kill","0","45"
"Eh, ingen f- ingen- ingen flekker","0","45"
"Nei, ingen fl-","0","45"
"Den","0","45"
"Haha, den dreper vi","0","45"
"og tapper","0","45"
"Haha","0","45"
"Haha","0","45"
"Eh","0","45"
"Bare tappe?","0","45"
"Bare tappe","0","45"
"Ja","1","45"
"Bare tappe","0","45"
"Mm","1","45"
"Jeg tror vi har veldig man- Ja","0","45"
"Yes","0","45"
"Tror det var sånn det var, jeg","0","45"
"Det tror jeg òg","0","45"
"Tok ikke så lang tid før vi skjønte det?","0","45"
"Nei","1","45"
"Eller du skjønte det","0","45"
"Eh, tror vi skjønte det. Du skjønte det med prikker","0","45"
"Ja, men du husket at, haha, det var samme","0","45"
"Ja","1","45"
"Samarbeid","0","45"
"Ja, veldig bra samarbeid","0","45"
"Å-å, men, ja, bacheloroppgave","0","45"
"Hæ?","0","45"
"Bacheloroppgaven din","0","45"
"Ja","1","45"
"Gleder du deg?","0","45"
"Eh, ja","0","45"
"Hvem er veilederen din?","0","45"
"Stefan Kölsch","0","45"
"Hm","0","45"
"Hvem er det?","0","45"
"Han, eh, sitter på xxx","0","45"
"Er du klar?","0","45"
"Hm","0","45"
"Eh, ja","0","45"
"Ok","0","45"
"Ok, eh, så han starter nede i venstre hjørne, omtrent 10cm- 8cm opp","0","45"
"Eh","0","45"
"1cm ifra kan-","0","45"
"Åja, så det e- jeg har et startkryss","0","45"
"Du har et startkryss?","0","45"
"Ja","1","45"
"Ok, eh, da svinger han inn til venstre vegg","0","45"
"Kan man si","0","45"
"Inntil veggen?","0","45"
"Ja, inntil veggen, så går han ned langs-","0","45"
"Ja","1","45"
"Inntil, helt inntil, på veggen, liksom","0","45"
"Mellom?","0","45"
"Eh, hvis vi kaller det veggen, til den boksen, og så svinger han ned, under bussen","0","45"
"Ja","1","45"
"Parked van?","0","45"
"Parked van, ja, mm","0","45"
"Under?","0","45"
"Under, og s- så over, eh, allotments","0","45"
"Så, mellom allotments og xxx","0","45"
"Ja, opp- opp og så over, og så går han til høyre, diagonalt. Litt diagonalt, ganske horisontalt, men litt diagonalt, haha, hvis du skjønner hva jeg mener. Og så fo-f og forbi","0","45"
"Så, sånn litt oppover, da?","0","45"
"Eh, disused mometary","0","45"
"Forbi på høyre eller venstre side?","0","45"
"På høyre side. Og så går han rett- rett opp og svinger over disused monetary","0","45"
"Eh, ja","1","45"
"Skjønner?","0","45"
"Rundt, på en måte da?","0","45"
"Ja, rundt, ne- rundt, tar han en kurve","0","45"
"Over der, og rundt Alpine garden","0","45"
"På undersiden eller oversiden?","0","45"
"Undersiden. Under- så godt under og så","0","45"
"Like over. Og så går han opp over youth hostel, svinger 90 grader opp over youth hostel","0","45"
"Ja","1","45"
"Ok, på venstre side av y-youth hostel?","0","45"
"På venstre side av youth hostel, ja","0","45"
"Mm","1","45"
"Og så, går han rett ned til under telefonboks, på venstre side av telefonboks","0","45"
"What? Så, rundt youth hostel, da?","0","45"
"Eh, en- eh, rundt, eller ja, en bue, en sving- sving rundt youth hostel og så","0","45"
"Ja","1","45"
"Og så rett ned-","0","45"
"Rett ned, skrått rett ned til hjørnet på telefonboks, venstre hjørne, og så svinger han rundt telefonboks","0","45"
"Ja","1","45"
"Rundt på undersiden?","0","45"
"Undersiden, til omtrent midten av telefonboks","0","45"
"Der går han opp, og s- til, eh, East lake, f- på venstre siden av hatched mudhut, og så går han langs East lake til finish","0","45"
"Opp","0","45"
"xxx","0","45"
"Ja","1","45"
"Jeg har ikke noe finish","0","45"
"Oi, æ-å- du har ikke noe finish?","0","45"
"Nei","0","45"
"Ok, finish er, eh, eh, p-på den langsiden, lille langsiden, skrå langsiden av East lake, så er det et lite hjørne på venstresiden, ser du det?","0","45"
"Mm","1","45"
"Eh","0","45"
"På- på en måte under der det står East lake","0","45"
"Ja","1","45"
"Så er det et, på en måte et hjørne, 90 grader omtrent","0","45"
"Ja","1","45"
"Han slutter, eh, en- omtrent en cm til venstre for det","0","45"
"Ok","1","45"
"Ja","0","45"
"Ok","0","45"
"Veldig bra","0","45"
"Åh","0","45"
"Nei, enter","0","45"
"Enter?","0","45"
"xxx","1","45"
"Ja","0","45"
"Ja","0","45"
"Ok","0","45"
"(sukk)","0","45"
"Kanskje jeg gjorde det- jeg gjorde det- forklarte jeg litt treigt? Eller?","0","45"
"Eh, nei","0","45"
"xxx","0","45"
"Synes det var litt vanskelig, jeg","0","45"
"Hm, ja men jeg er bare dårlig på kart","0","45"
"Ånei, jeg er s- dårlig på å forklare, tror jeg, haha. Ok, skal vi-?","0","45"
"Haha","1","45"
"xxx","0","45"
"Skal vi begynne?","0","45"
"Åja, ok","0","45"
"Har du start?","0","45"
"Ja","0","45"
"Eh, da går den, på en måte, på- den går nedover","0","45"
"På venstre side av Diamond mine?","0","45"
"På venst- venstre side","0","45"
"Og så på undersiden","0","45"
"Ja","1","45"
"Holder seg under, går rett- på en måte rett fram under Spring box også","0","45"
"Ja","1","45"
"Og så, eh, run- opp, til høyre for Spring box, tar seg en liten sånn- ja mellom Spring box og Highest viewpoint","0","45"
"Og på venstre side av highest?","0","45"
"Mellom dem","0","45"
"Ja","1","45"
"Og så, ta en sånn, litt sånn, tjom, t- mot Spring box og så rundt hele viewpoint","0","45"
"Ok","1","45"
"Og så, haha, rundt hele viewpoint, og så ned mot Safari track","0","45"
"tjom, haha","0","45"
"Ok","1","45"
"Rett ned?","0","45"
"Eh, rett ned","0","45"
"Og så til venstre, sånn at den l- skråer, på en måte, mellom Safari Truck og-","0","45"
"Og field station","0","45"
"Ja, så den går under field station","0","45"
"Ja","1","45"
"Og så går den","0","45"
"xxx","0","45"
"Eh, på oversiden av banana tree og, bare sånn, rundt banana tree, eh, eller når du kommer til venstresiden så går du, bare sånn, nedover. Og så tar du på undersiden av Gold mine","0","45"
"Mm","1","45"
"Mm","1","45"
"Ok","1","45"
"Og så går den, eh, på en måte, går opp mot Rope bridge, da går den gjennom bildet til Rope bridge","0","45"
"Oi","1","45"
"Diagonalt gjennom?","0","45"
"Nei, m-b- rett gjennom","0","45"
"Under og så rett gjennom?","0","45"
"Ja, nei, på undersiden av Gold mine og så skråer du opp til Rope","0","45"
"Så gjennom Rope","0","45"
"Ikke sant? Så den går under Rope","0","45"
"På under-","0","45"
"Det m-","0","45"
"F- under, eh, Rope brigde, liksom rett opp?","0","45"
"Nei, nei","0","45"
"Den går over?","0","45"
"Den gå- nei, den d- s- den går på, eh, broen","0","45"
"Den går på Rope Bridge- en?","0","45"
"Ja","1","45"
"Ok, haha","1","45"
"På selve bildet","0","45"
"Ja","1","45"
"Eh","0","45"
"Og så?","0","45"
"Og så går du nedover, eh, på undersiden av giraffes, går du rundt, så går du n- litt opp og så går du ned igjen og under Great lake på undersiden. Har du finish?","0","45"
"yes","1","45"
"Ja","1","45"
"Nei, det har jeg ikke","0","45"
"Ok, finish er, liksom, nesten inntil veggen, eh, ca. midt mellom Great lake og xxx, men rett ved veggen.","0","45"
"Ok","1","45"
"Ja","1","45"
"Ferdig?","0","45"
"Ja","0","45"
"Shit, du var god til å forklare","0","45"
"Haha, konkurranseinstinkt, haha","0","45"
"xxx mye bedre enn meg, haha","0","45"
"Ok, xxx","0","45"
"Ok","0","45"
"Ok, jeg har start","0","45"
"Ok, du har start","0","45"
"Eh, da går du ned, eh, han svinger liksom inntil hay stack, men han går ikke rundt, han bare går- fortsetter ned, han tar liksom en bue mot, og så, eh, går han ned til underkanten av carpenter, men han svinger over på venstresiden, opp til Green Bay","0","45"
"Mm","1","45"
"Mm","1","45"
"Mm","1","45"
"Eh, hvor?","0","45"
"Åja, den går ikke under? Den går over?","0","45"
"Den går ikke un- den går over","0","45"
"Han bare går liksom, helt ned og så tar h- tar liksom en bue helt ned til bunnen av carpenter og så svinger han oppover, så går han opp til Green Bay og så følger han, eh, langs nedsiden av Green Bay helt bort til- til- til Green Bay begynner å svinge oppover, da svinge- svinger han nedover på venstresiden av Seven Beaches, Seven Beaches , og så går han på en måte mellom Seven Beaches og Chapel, på høyresiden av Chapel, og så tar vi igjen en liten sånn bjong, haha, unde- under Chapel, og så går han til høyre for- tilbake igjen til høyre for eh, eh, xxx field, svinger rundt xxx field","0","45"
"Ja","1","45"
"Mm","1","45"
"Beaches","1","45"
"Mm","1","45"
"Ja, haha","1","45"
"Åja","1","45"
"Ok","1","45"
"xxx","0","45"
"En liten bjong, ja","0","45"
"Eh, en bjong, ja","0","45"
"Og så under reclaimed field, og så går han rett bort, og på enden av reclaimed field, på venstre side av reclaimed field så går han rett ned til Crane Bay, hvor han liksom s- i den, på en måte, u-en, rett over Crane Bay. Der s- den s- den går langs med der- svinger liksom med den. Til den pointet , eh, som er rett over c-en på Crane Bay, hvor han svinger ned, går under Waist Meadow , eh","0","45"
"Ok","1","45"
"Mm","1","45"
"Mm","1","45"
"Mellom?","0","45"
"Mellom, eh, a- Attriactive Cliffs og Waist Meadow. Og så svinger han ned, eh, til bunnen av Attractive Cliffs hvor han svinger ut til venstre og går utenfor boksen, littegrann, tar en liten sånn bjomp utenfor boksen, hvor han går i en bue ned til venstresiden av Chestnut Tree og der er finish","0","45"
"Mm","1","45"
"Woh","1","45"
"Mm","1","45"
"Ve- ved selve bildet eller ordet?","0","45"
"Eh, selve bildet, rett ved på venstre side","0","45"
"Ja","0","45"
"Ålreit?","0","45"
"Gikk litt fortere","0","45"
"Haha, konkurranseinstinktet som du snakket om?","0","45"
"Haha, ja","0","45"
"Ok, start. (kremt)","0","45"
"Ja, start","0","45"
"Eh, du tar, eh, går egentlig sånn, ja inntil veggen, rett ned, eh","0","45"
"På venstre side av Camping?","0","45"
"Ja, venstre side","0","45"
"Inntil veggen, nesten helt ned til- eller, det er 1 cent- en halv cm over. Og da går du en hel cm til høyre, sånn at den bli sånn en flate, på en måte. Og så skråer du opp, sånn at du går opp til Old Well, og så går du bare på ove- h- oversiden. Eh, og så går du ganske flatt bort til, liksom, ca. der hvor Fenced Meadow begynner, litt lenger. Og så går du rett opp. Og så-","0","45"
"Ja","1","45"
"Ja","1","45"
"Yes","1","45"
"Ja","1","45"
"Rett opp?","0","45"
"Rett opp","0","45"
"Og så går du rundt Abandoned Cottage","0","45"
"Eh, ja","1","45"
"Og litt sånn ned mot Fenced Meadow","0","45"
"Ja","1","45"
"Eh, og litt sånn, langs","0","45"
"O- på oversiden?","0","45"
"På oversiden","0","45"
"T- frem til fuglene begynner, og da går du rett opp til","0","45"
"xxx lake","0","45"
"xxx lake? Ja","0","45"
"xxx lake, ja","0","45"
"Eh, og så følger du liksom den, høyresiden dens, mellom l- xxx lake og xxx, eller hva det er. Og så går du over xxx. Og så skal du helt bort mot Monument, altså du går liksom","0","45"
"Mm","1","45"
"Monument? Åja, ok M-d- der nede? Skal- je- skal jeg rett bort eller skal jeg ned xxx?","0","45"
"Ja","0","45"
"Ja","0","45"
"Ned, d-s- du går over- Ja","0","45"
"Skrå ned mot Monument?","0","45"
"Skrår ned mot Monument","0","45"
"Og så går du, liksom, rundt Monument på høyresiden","0","45"
"Undersiden?","0","45"
"Ja, under","0","45"
"Under, opp, yes","0","45"
"Og så oppover, mellom Monument og xxx- greia, og så går du rett opp, til lake. Følger xxx lake bort til der hvor den liksom går- skjærer opp, eh, og- og så, eh, en halv cm til i samme retning, og så er det finish","0","45"
"Ja","1","45"
"Til Lake-en?","0","45"
"Yes","1","45"
"Åja","1","45"
"Ok, yes. Har det","0","45"
"Konge","0","45"
"Tror du de blir vanskeligere og vanskeligere, eller?","0","45"
"Eh, jeg tror kanskje det. Eller, det har vert sånn med alle de andre","0","45"
"Eller?","0","45"
"Ja","1","45"
"Nei! Jeg trykte på enter","0","45"
"Åh, haha, ok, ja,ja","0","45"
"Og da var det experiment is done xxx","0","45"
"Ja! Ja, for det går jo på tid, så. Ok, ja, så det var ikke noe vi gjorde feil","0","45"
"Ja, xxx","0","45"
"siste i det hele tatt","0","45"
"Men jeg tror det- det går kontinuerlig på tid så de skal s- skal se hvor mange vi klarer. Jeg vet ikke om vi gjorde over gjennomsnittet her. Haha","0","45"
"Åja! Åja","0","45"
"Ja","1","45"
"Ja, sant det","1","45"
"Eh, men jeg tror sånn, med en gang du hadde gjort- m- med en gang du hadde vært her, så var det jo lettere å skjønne hvor vanskelig- eller","0","45"
"Ja, hvordan, hv- ja, hvordan det- de egentlig bevegde seg og sånn","0","45"
"Ja","1","45"
"Fordi sånn","0","45"
"Ja","1","45"
"Mm","1","45"
"Ja, for du kunne jo ikke vite om de gikk i sånn, i vinkler, eller om det var","0","45"
"Nei, ikke sant?","1","45"
"Så jeg ante jo ikke, liksom- ja, første var vanskelig å skjønne","0","45"
"Nei","1","45"
"Så, med en gang du så-","0","45"
"Ja","1","45"
"Ja","1","45"
"Ja","0","45"
"Og hva det vil si å gå rundt, eller liksom sånn, ja","0","45"
"Mm","1","45"
"Mm","1","45"
"Nå er det siste oppgaven, kanskje?","0","45"
"Ja, jeg tror det. Da er det penger. Og lesesal, nei, hm, kanskje (sukk) Orker ikke lese","0","45"
"Haha, xxx","1","45"
"Leser du på psyk fak?","0","45"
"Egentlig mest HF. På biblioteket","0","45"
"Ja? Ja, for jeg tror aldri jeg har sett deg på psyk fak","0","45"
"Hm, jeg er ikke så mye","0","45"
"Nei","1","45"
"Jeg er ikke så gl- eller, hm, i eksamensperioden så kan jeg ha, kanskje l- ja, for da er det lettere å konsentrere seg der","0","45"
"Mm","1","45"
"Henger du med mange fra kullet?","0","45"
"Nei, haha","0","45"
"Ikke?","0","45"
"Nei","0","45"
"Du kjenner ikke Tarjei?","0","45"
"Jo, Tarjei kjenner jeg","0","45"
"Tarjei? Ja? Ja, det er roomien min","0","45"
"Åja","1","45"
"Ja, eller, vi bor- vi bor sammen","0","45"
"Å, jeg skulle egentlig komme på- i bursdagen hans","0","45"
"Du skulle det? Det var en sykt kul fest","0","45"
"Ja, xxx","0","45"
"Hvis det var den nå i år","0","45"
"Ja, hva var det jeg gjorde istedenfor? Jeg skul- jeg tror faktisk jeg skulle på et eller annet. Jo, jeg skulle på en annen- jeg skulle på en fest ute i Hop","0","45"
"Å, du skulle komt opp","0","45"
"Så, det var litt langt","0","45"
"Kom på neste","0","45"
"Ja","1","45"
"Vi skal ha en, eh, en stor, eh, heldagsfest","0","45"
"Det beste jeg vet","0","45"
"Ja, haha, xxx","1","45"
"Dagsfylla","0","45"
"Dagsfylla, haha","0","45"
"Hvor vi bare inviterer alle","0","45"
"Ja, fordi det e- det var mange inviter- eller sånn, har dere plass til så mange?","0","45"
"Eh, vi har jo vært 100 stykker, eh, der inne liksom, så det skal gå. Så tøyer vi grensen på dagsfylla, så kan vi invitere flere. For da kommer jo folk og går, hele tiden","0","45"
"Å fy faen","1","45"
"Ja","1","45"
"Sant det","1","45"
"Det er morsomt","0","45"
"Mm","1","45"
"Ja, eller, d-v- en ven- venninne av meg hadde vært på nach der","0","45"
"Ja, hvem da?","0","45"
"Mathilde. Ganske høy, blond, pannelugg","0","45"
"Ok","1","45"
"Ja, stemmer det. Hun som gikk og spiste på, haha, på- spiste opp, eh, kaken til, haha, til- til-","0","45"
"Ja","1","45"
"Ja, Solveig. Den veganske?","0","45"
"Ja, den- en sånn- ja, haha","0","45"
"Ja","1","45"
"Hun var den eneste som hadde spist den, tydeligvis","0","45"
"Haha, stemmer, jeg husker det. Ja, det v- det var-","0","45"
"Ja, for hu- hun var sånn plutselig møtte jeg Solveig. Så var det sånn, eh, vet du hva, Solveig skulle være hos Tarjei. Eh, det er litt morsomt, at hun var der","0","45"
"Haha","1","45"
"Ja, Solveig var der","0","45"
"Ja","1","45"
"Ja, det var- det var random, fordi at- eh, l- eh, jeg vis- hun v-","0","45"
"Ja","1","45"
"Hvordan endte hun opp der?","0","45"
"Eh, nei ford- eh, jeg vet ikke. Tarjei visste heller ikke, men han sa han kjente henne, så det var ikke sånn-","0","45"
"Haha, nei, han gjør jo ikke det","0","45"
"Ånei, men han sa han visste hvem hun var","0","45"
"Ja, ok, ja, han vet, ja","0","45"
"Han visste hvem hun var. Eller, han hadde en venninne som hadde xxx","0","45"
"Ja, det er jo meg, da","0","45"
"Det er deg?","0","45"
"Ja","1","45"
"Ja , sant","1","45"
"Så- så han syntes det var litt- så han syntes det var litt random, men det kom veldig mange rar- eh, random folk, da. Det- vi var sånn seks som- for vi har- oppe på andreetasjen så har vi sånn her, eh, har vi lagt ut masse madrasser og masse puter, så det- der har vi nach, liksom. Eh, og i sånn i 6-tiden om morgenen, eller fem- 5-tiden om morgenen, så kom det inn noen, eh, 30-40 år gamle, eh, musikere som var- eh, som, eh, som hadde tatt Emma, som var sånn skikkelig wæ. De bare- bare-","0","45"
"Han har sikkert sett henne","0","45"
"Ja, men jeg husker ikke-","0","45"
"Ja","1","45"
"Åh, t- åh, klassisk","0","45"
"Haha, ja, det var dritkult. Og så kom bare opp, og de var bare sånn oh wow, for da l- lå liksom alle i den her pute-ansamlingen og så jo ut som et skikkelig hippie-kollektiv, liksom, eh","0","45"
"Mm","1","45"
"Ja, ja","1","45"
"Så det er j- det er j- det var- det var veldig gøy","0","45"
"Det høres ut som sånn klassisk Bergen-nach. Musikere på Emma, det er sånn- haha","0","45"
"Ja, haha","1","45"
"xxx","0","45"
"Haha, ja, det var mange på Emma på den festen","0","45"
"Ja","1","45"
"Eh, det var- det var veldig gøy","0","45"
"Så morsomt. Je- t- jeg endte opp med å- b- s- på den festen som var i Paradis, endte opp med å, liksom, bare sånn, bli der og sove der og, liksom. Det var samme- jeg tror det var veldig, sånn, samme type fest. At det var sånn, folk bare kom","0","45"
